amount,hour,day_of_week,merchant_cat,merchant_risk_score,is_new_merchant,txn_per_day,avg_amount_7d,device_change,location_change,failed_txn_count,city,bank,is_weekend,is_fraud,txn_id,amount_to_avg_ratio,txn_date
914.68,16,1,travel,0.25,0,4,422.05,0,0,1,Hyderabad,HDFC,1,0,TXN0040655,2.162,2024-01-29
888.3,15,1,entertainment,0.22,0,1,2808.44,0,0,0,Mumbai,ICICI,1,0,TXN0051557,0.316,2024-02-05
380.6,21,4,grocery,0.05,0,4,418.15,0,0,0,Pune,Kotak,0,0,TXN0035486,0.908,2024-01-25
516.47,8,4,fuel,0.1,0,2,841.3,0,0,0,Pune,Kotak,0,0,TXN0024166,0.613,2024-01-17
163.05,10,4,healthcare,0.06,0,3,849.34,0,0,0,Mumbai,Kotak,1,0,TXN0031768,0.192,2024-01-23
2277.25,10,5,utility,0.04,0,4,1940.0,0,0,0,Hyderabad,Axis,0,0,TXN0007557,1.173,2024-01-06
5581.9,10,6,transport,0.08,0,5,202.73,0,0,0,Mumbai,Yes Bank,1,0,TXN0005726,27.399,2024-01-04
169.93,9,2,utility,0.04,0,4,2134.17,0,0,0,Pune,Yes Bank,0,0,TXN0008380,0.08,2024-01-06
343.55,14,1,other,0.12,0,2,713.6,0,0,0,Ahmedabad,Yes Bank,1,0,TXN0045133,0.481,2024-02-01
452.34,21,5,transport,0.08,0,5,174.41,0,0,0,Bengaluru,Axis,1,0,TXN0022055,2.579,2024-01-16
325.53,11,3,transport,0.08,0,2,609.8,0,0,0,Bengaluru,HDFC,0,0,TXN0094489,0.533,2024-03-06
576.55,19,3,grocery,0.05,0,3,3798.48,0,0,0,Chennai,Axis,0,0,TXN0056513,0.152,2024-02-09
98.6,19,3,travel,0.25,0,5,1346.2,0,0,0,Kolkata,ICICI,0,0,TXN0007870,0.073,2024-01-06
206.31,12,6,utility,0.04,0,3,3445.92,0,0,1,Mumbai,Yes Bank,0,0,TXN0088184,0.06,2024-03-02
1567.54,15,6,education,0.03,0,5,2351.07,0,0,0,Chennai,Yes Bank,1,0,TXN0091858,0.666,2024-03-04
164.27,11,0,grocery,0.05,1,1,6760.43,0,0,0,Mumbai,HDFC,0,0,TXN0001716,0.024,2024-01-02
317.58,21,1,food,0.07,0,5,1669.48,0,0,0,Hyderabad,Kotak,0,0,TXN0020748,0.19,2024-01-15
462.54,15,5,food,0.07,0,3,782.48,0,0,0,Bengaluru,HDFC,1,0,TXN0053111,0.59,2024-02-06
1278.08,10,5,transport,0.08,0,2,142.99,0,0,1,Delhi,SBI,0,0,TXN0079350,8.876,2024-02-25
932.2,16,5,transport,0.08,0,1,815.29,0,0,0,Pune,SBI,0,0,TXN0007798,1.142,2024-01-06
1331.89,7,5,shopping,0.18,0,3,1377.1,0,0,1,Bengaluru,Kotak,0,0,TXN0088910,0.966,2024-03-02
1783.13,18,6,food,0.07,0,1,1735.41,0,0,0,Mumbai,SBI,1,0,TXN0085075,1.027,2024-02-29
698.18,9,1,shopping,0.18,0,4,569.84,0,0,1,Kolkata,SBI,1,0,TXN0040216,1.223,2024-01-28
1169.09,14,1,grocery,0.05,0,1,2040.89,0,0,0,Pune,Yes Bank,0,0,TXN0077971,0.573,2024-02-24
824.99,14,0,other,0.12,0,5,1588.1,0,0,0,Pune,ICICI,1,0,TXN0038866,0.519,2024-01-27
3612.34,14,1,other,0.12,0,5,393.9,0,0,0,Delhi,Yes Bank,0,0,TXN0045636,9.147,2024-02-01
1438.01,9,5,healthcare,0.06,0,1,1359.29,0,0,0,Ahmedabad,HDFC,1,0,TXN0075771,1.057,2024-02-22
2060.46,22,2,entertainment,0.22,0,5,2374.42,0,0,0,Mumbai,Yes Bank,0,0,TXN0055195,0.867,2024-02-08
922.34,20,6,utility,0.04,0,5,783.8,0,0,0,Hyderabad,Yes Bank,0,0,TXN0021554,1.175,2024-01-15
2048.42,20,1,grocery,0.05,1,1,587.31,0,0,0,Mumbai,Yes Bank,0,0,TXN0064376,3.482,2024-02-14
2621.91,7,6,travel,0.25,0,1,661.07,0,0,0,Bengaluru,Kotak,0,0,TXN0075181,3.96,2024-02-22
1677.84,10,5,fuel,0.1,1,5,831.79,0,0,0,Chennai,Yes Bank,0,0,TXN0085315,2.015,2024-02-29
376.52,8,6,utility,0.04,0,5,220.73,0,0,0,Mumbai,ICICI,0,0,TXN0080019,1.698,2024-02-25
285.38,18,0,education,0.03,0,1,1856.31,0,0,0,Kolkata,Axis,1,0,TXN0028203,0.154,2024-01-20
2251.95,18,5,utility,0.04,0,1,1109.92,0,0,0,Ahmedabad,ICICI,0,0,TXN0019633,2.027,2024-01-14
505.93,22,6,shopping,0.18,0,2,1553.36,0,0,0,Chennai,SBI,0,0,TXN0025733,0.325,2024-01-18
130.27,12,2,grocery,0.05,0,2,8524.33,0,0,0,Hyderabad,Kotak,0,0,TXN0006854,0.015,2024-01-05
1504.3,14,6,travel,0.25,1,1,2065.57,0,0,0,Delhi,Yes Bank,0,0,TXN0067860,0.728,2024-02-17
707.43,19,4,education,0.03,0,4,389.66,0,0,0,Mumbai,Axis,1,0,TXN0004037,1.811,2024-01-03
5635.51,9,2,food,0.07,0,5,3977.17,0,0,0,Ahmedabad,HDFC,0,0,TXN0048468,1.417,2024-02-03
5003.6,8,1,grocery,0.05,1,2,2635.8,0,0,0,Bengaluru,SBI,1,0,TXN0012512,1.898,2024-01-09
588.02,13,2,fuel,0.1,0,1,4885.14,0,0,1,Bengaluru,Axis,0,0,TXN0058389,0.12,2024-02-10
6747.4,17,1,entertainment,0.22,1,3,4183.15,0,0,2,Chennai,Kotak,1,0,TXN0090753,1.613,2024-03-04
427.38,12,3,other,0.12,0,4,1751.75,0,0,0,Hyderabad,SBI,0,0,TXN0088766,0.244,2024-03-02
1769.31,21,3,utility,0.04,0,1,1993.93,0,0,0,Ahmedabad,HDFC,0,0,TXN0061453,0.887,2024-02-12
841.52,14,1,food,0.07,0,2,1832.47,0,0,0,Chennai,HDFC,1,0,TXN0039357,0.459,2024-01-28
5029.68,14,4,transport,0.08,1,1,3056.84,0,0,0,Chennai,SBI,0,0,TXN0005127,1.645,2024-01-04
15196.41,16,5,utility,0.04,1,1,1053.05,0,0,0,Bengaluru,SBI,0,0,TXN0006363,14.417,2024-01-05
1273.34,9,3,grocery,0.05,0,5,3150.16,0,0,2,Kolkata,Yes Bank,0,0,TXN0050437,0.404,2024-02-05
2027.48,15,3,grocery,0.05,0,1,318.13,0,0,0,Bengaluru,HDFC,0,0,TXN0005984,6.353,2024-01-05
1655.04,18,4,transport,0.08,0,1,493.93,0,0,1,Hyderabad,Kotak,1,0,TXN0023263,3.344,2024-01-17
4938.28,9,4,food,0.07,1,4,845.87,0,0,0,Chennai,Yes Bank,0,0,TXN0091263,5.831,2024-03-04
1546.79,8,3,food,0.07,0,5,609.11,0,0,0,Delhi,ICICI,0,0,TXN0000391,2.535,2024-01-01
2956.63,20,5,grocery,0.05,1,5,1009.97,0,0,0,Delhi,Axis,0,0,TXN0092437,2.925,2024-03-05
1291.27,15,0,food,0.07,0,4,661.34,0,0,0,Chennai,ICICI,0,0,TXN0013555,1.95,2024-01-10
1905.46,10,4,transport,0.08,0,2,857.11,0,1,0,Bengaluru,Axis,0,0,TXN0075972,2.221,2024-02-22
732.59,9,3,grocery,0.05,0,1,1996.18,0,0,0,Hyderabad,Yes Bank,0,0,TXN0017427,0.367,2024-01-13
5000.0,0,6,grocery,0.05,1,14,364.7,1,1,2,Hyderabad,Yes Bank,1,1,TXN0098152,13.672,2024-03-09
420.85,21,4,transport,0.08,0,5,247.02,0,0,0,Bengaluru,ICICI,0,0,TXN0039529,1.697,2024-01-28
477.87,13,6,other,0.12,0,4,361.71,0,0,0,Ahmedabad,Yes Bank,1,0,TXN0091940,1.317,2024-03-04
563.33,7,4,transport,0.08,0,1,384.89,0,0,1,Pune,HDFC,1,0,TXN0017785,1.46,2024-01-13
309.32,11,5,travel,0.25,0,5,999.46,1,0,0,Bengaluru,HDFC,0,0,TXN0002681,0.309,2024-01-02
607.06,8,4,transport,0.08,0,3,1549.1,0,0,0,Kolkata,Yes Bank,0,0,TXN0013608,0.392,2024-01-10
1566.51,17,6,grocery,0.05,0,4,969.24,0,0,0,Chennai,Yes Bank,1,0,TXN0056263,1.615,2024-02-09
5242.86,15,5,grocery,0.05,0,5,1350.98,0,0,0,Hyderabad,SBI,0,0,TXN0002250,3.878,2024-01-02
252.93,11,3,utility,0.04,0,3,365.29,0,0,0,Mumbai,HDFC,0,0,TXN0068158,0.691,2024-02-17
8924.51,3,2,entertainment,0.22,0,7,885.01,1,1,0,Delhi,ICICI,0,1,TXN0096298,10.073,2024-03-07
2062.54,14,5,shopping,0.18,0,2,8661.32,0,0,0,Delhi,Axis,0,0,TXN0087623,0.238,2024-03-01
279.94,13,2,shopping,0.18,0,2,3606.21,0,0,0,Chennai,Kotak,1,0,TXN0016830,0.078,2024-01-12
296.27,22,6,utility,0.04,1,4,3408.9,0,1,0,Hyderabad,Yes Bank,0,0,TXN0012513,0.087,2024-01-09
638.45,8,2,grocery,0.05,0,2,1175.52,0,0,0,Hyderabad,HDFC,0,0,TXN0012918,0.543,2024-01-09
1371.45,14,2,utility,0.04,0,4,298.77,0,0,0,Kolkata,Yes Bank,1,0,TXN0019553,4.575,2024-01-14
495.73,21,2,healthcare,0.06,0,1,3031.58,0,1,0,Bengaluru,Kotak,0,0,TXN0094011,0.163,2024-03-06
11384.06,21,3,entertainment,0.22,0,5,1274.64,0,0,0,Mumbai,HDFC,0,0,TXN0093200,8.924,2024-03-05
8723.71,10,3,utility,0.04,0,3,1468.07,0,0,0,Kolkata,HDFC,0,0,TXN0000426,5.938,2024-01-01
4786.64,17,4,utility,0.04,0,1,634.25,0,0,0,Delhi,Yes Bank,1,0,TXN0005885,7.535,2024-01-05
1689.01,22,4,utility,0.04,0,4,1886.44,0,0,0,Delhi,HDFC,0,0,TXN0035264,0.895,2024-01-25
1013.44,7,3,other,0.12,0,3,4704.74,0,0,0,Bengaluru,SBI,1,0,TXN0071471,0.215,2024-02-19
1904.17,9,3,food,0.07,0,5,522.96,0,0,0,Bengaluru,ICICI,0,0,TXN0033216,3.634,2024-01-24
1030.95,15,1,entertainment,0.22,0,1,510.1,0,1,0,Delhi,ICICI,0,0,TXN0008060,2.017,2024-01-06
2997.48,16,6,transport,0.08,1,3,1224.39,0,0,0,Bengaluru,SBI,0,0,TXN0066478,2.446,2024-02-16
8726.94,19,2,shopping,0.18,0,3,1784.86,0,0,0,Mumbai,Kotak,0,0,TXN0045886,4.887,2024-02-01
9238.6,11,1,shopping,0.18,0,5,1103.41,0,0,0,Mumbai,Axis,0,0,TXN0030888,8.365,2024-01-22
2616.99,11,4,transport,0.08,0,2,626.57,0,0,0,Hyderabad,Kotak,1,0,TXN0044962,4.17,2024-02-01
47227.74,1,6,shopping,0.18,1,22,173.89,0,1,2,Chennai,HDFC,0,1,TXN0097762,270.043,2024-03-08
1280.05,8,1,transport,0.08,1,4,2006.1,0,0,2,Kolkata,Yes Bank,0,0,TXN0005508,0.638,2024-01-04
1981.16,21,2,grocery,0.05,1,1,266.77,0,0,1,Kolkata,Yes Bank,0,0,TXN0048312,7.399,2024-02-03
1470.59,18,4,utility,0.04,0,5,293.23,0,0,0,Mumbai,Kotak,1,0,TXN0017574,4.998,2024-01-13
1574.69,21,3,grocery,0.05,0,5,223.31,0,0,0,Pune,HDFC,0,0,TXN0052381,7.02,2024-02-06
338.19,12,6,shopping,0.18,0,5,5905.18,0,0,0,Kolkata,SBI,1,0,TXN0022157,0.057,2024-01-16
248973.58,0,5,entertainment,0.22,1,7,256.83,1,1,2,Mumbai,Yes Bank,1,1,TXN0095893,965.65,2024-03-07
15233.16,5,4,travel,0.25,0,6,226.27,1,0,1,Mumbai,Axis,0,1,TXN0099546,67.027,2024-03-10
3538.61,8,6,other,0.12,1,5,1322.63,0,0,0,Mumbai,Axis,1,0,TXN0000932,2.673,2024-01-01
5081.5,20,3,utility,0.04,0,1,634.86,0,0,2,Delhi,Kotak,1,0,TXN0053324,7.992,2024-02-07
5888.34,20,3,utility,0.04,0,1,724.19,0,0,0,Mumbai,ICICI,1,0,TXN0073752,8.12,2024-02-21
698.03,10,2,shopping,0.18,0,3,1118.23,0,0,2,Bengaluru,ICICI,0,0,TXN0081243,0.624,2024-02-26
1410.53,17,2,food,0.07,0,1,703.43,0,1,0,Hyderabad,Yes Bank,1,0,TXN0013064,2.002,2024-01-10
591.38,15,0,grocery,0.05,1,4,2317.92,0,0,0,Pune,Axis,0,0,TXN0069799,0.255,2024-02-18
631.33,12,4,utility,0.04,0,1,1423.54,0,0,0,Hyderabad,SBI,0,0,TXN0067368,0.443,2024-02-16
517.39,13,4,other,0.12,0,1,1275.27,0,0,0,Pune,Yes Bank,0,0,TXN0080679,0.405,2024-02-26
153.73,14,6,shopping,0.18,0,2,420.11,0,0,0,Bengaluru,HDFC,0,0,TXN0069869,0.365,2024-02-18
1031.94,11,4,shopping,0.18,0,3,5998.16,0,0,1,Kolkata,Kotak,0,0,TXN0068272,0.172,2024-02-17
2024.46,12,4,transport,0.08,1,2,1126.55,0,0,0,Hyderabad,Kotak,1,0,TXN0063981,1.795,2024-02-14
3532.58,11,3,other,0.12,0,2,698.41,0,0,1,Ahmedabad,Yes Bank,1,0,TXN0083977,5.051,2024-02-28
511.23,14,4,education,0.03,1,2,1746.02,0,0,0,Mumbai,ICICI,0,0,TXN0018461,0.293,2024-01-13
13878.18,7,2,education,0.03,0,3,969.43,0,0,0,Kolkata,Kotak,1,0,TXN0010468,14.301,2024-01-08
4679.68,13,6,shopping,0.18,0,5,731.14,0,0,0,Mumbai,ICICI,0,0,TXN0036269,6.392,2024-01-26
227.39,19,4,fuel,0.1,0,3,644.29,0,0,1,Delhi,Kotak,0,0,TXN0080234,0.352,2024-02-25
15949.53,3,2,shopping,0.18,1,22,428.35,1,1,2,Delhi,Axis,1,1,TXN0098773,37.148,2024-03-09
4620.94,14,1,food,0.07,0,5,994.22,0,0,0,Mumbai,SBI,1,0,TXN0010237,4.643,2024-01-08
1115.1,17,4,entertainment,0.22,1,3,439.92,0,0,2,Ahmedabad,Yes Bank,0,0,TXN0074687,2.529,2024-02-21
192238.23,3,5,shopping,0.18,1,5,395.17,0,0,2,Chennai,Axis,1,1,TXN0099143,485.242,2024-03-09
8172.16,1,4,food,0.07,1,21,408.97,1,1,1,Pune,Axis,0,1,TXN0099500,19.934,2024-03-10
1780.73,14,0,travel,0.25,0,2,220.31,0,0,0,Pune,Kotak,1,0,TXN0049114,8.046,2024-02-04
730.8,11,0,grocery,0.05,0,4,612.92,0,0,0,Mumbai,Kotak,1,0,TXN0060222,1.19,2024-02-11
202.9,14,6,grocery,0.05,0,2,735.48,0,1,0,Mumbai,Yes Bank,0,0,TXN0056471,0.275,2024-02-09
691.74,21,1,transport,0.08,0,4,278.01,0,0,0,Kolkata,Yes Bank,0,0,TXN0069701,2.479,2024-02-18
1698.48,11,2,shopping,0.18,0,4,1834.72,0,0,0,Ahmedabad,SBI,0,0,TXN0088200,0.925,2024-03-02
466.01,21,1,grocery,0.05,0,4,3845.98,0,0,0,Pune,ICICI,0,0,TXN0032840,0.121,2024-01-23
1679.46,9,6,entertainment,0.22,0,2,1928.76,0,0,0,Hyderabad,HDFC,0,0,TXN0055733,0.87,2024-02-08
4024.16,12,3,travel,0.25,0,3,637.41,0,0,0,Hyderabad,ICICI,1,0,TXN0019061,6.303,2024-01-14
2528.08,10,4,grocery,0.05,0,4,686.19,0,0,0,Ahmedabad,HDFC,0,0,TXN0002294,3.679,2024-01-02
537.06,11,2,food,0.07,0,5,1238.22,0,0,0,Mumbai,SBI,0,0,TXN0060196,0.433,2024-02-11
1086.49,7,5,utility,0.04,0,4,1657.66,0,0,0,Kolkata,Kotak,0,0,TXN0014008,0.655,2024-01-10
1234.69,9,5,grocery,0.05,0,5,547.31,0,0,0,Chennai,ICICI,0,0,TXN0073808,2.252,2024-02-21
2118.19,16,4,food,0.07,1,4,2335.48,0,0,0,Kolkata,Kotak,0,0,TXN0017721,0.907,2024-01-13
3624.0,7,3,utility,0.04,0,3,1208.73,0,0,1,Mumbai,HDFC,0,0,TXN0061851,2.996,2024-02-12
46305.73,2,3,other,0.12,1,17,463.68,1,1,2,Bengaluru,ICICI,1,1,TXN0097225,99.651,2024-03-08
1211.53,10,6,other,0.12,0,1,793.89,0,1,0,Chennai,ICICI,1,0,TXN0063689,1.524,2024-02-14
448.33,9,5,transport,0.08,0,5,1643.27,0,0,2,Hyderabad,Axis,0,0,TXN0069797,0.273,2024-02-18
4080.39,18,2,healthcare,0.06,1,3,2737.19,0,0,1,Bengaluru,Kotak,0,0,TXN0073774,1.49,2024-02-21
266.61,14,3,grocery,0.05,0,4,553.16,0,1,0,Delhi,ICICI,0,0,TXN0088996,0.481,2024-03-02
849.14,19,0,healthcare,0.06,1,3,1087.0,1,0,0,Ahmedabad,Yes Bank,1,0,TXN0078634,0.78,2024-02-24
1547.98,11,3,food,0.07,0,5,5476.99,0,0,0,Hyderabad,HDFC,0,0,TXN0090690,0.283,2024-03-03
3589.96,7,2,other,0.12,0,3,133.1,0,0,0,Chennai,Yes Bank,1,0,TXN0082173,26.771,2024-02-27
1228.09,18,3,food,0.07,0,4,1750.16,0,0,0,Hyderabad,Yes Bank,1,0,TXN0018942,0.701,2024-01-14
3107.63,11,0,grocery,0.05,1,4,3095.2,0,0,0,Delhi,Axis,0,0,TXN0043184,1.004,2024-01-30
41697.21,5,2,shopping,0.18,1,12,512.1,1,0,0,Ahmedabad,Yes Bank,0,1,TXN0099483,81.265,2024-03-10
751.67,21,5,other,0.12,0,3,4461.35,0,0,0,Delhi,ICICI,0,0,TXN0040021,0.168,2024-01-28
569.51,22,0,entertainment,0.22,1,2,873.09,0,0,0,Kolkata,Axis,0,0,TXN0081180,0.652,2024-02-26
740.92,9,6,education,0.03,0,2,934.07,0,0,0,Mumbai,SBI,0,0,TXN0078310,0.792,2024-02-24
780.44,19,6,grocery,0.05,0,4,1029.39,0,0,0,Bengaluru,Yes Bank,1,0,TXN0047184,0.757,2024-02-02
10030.08,8,4,grocery,0.05,0,5,478.91,0,0,0,Mumbai,HDFC,1,0,TXN0060238,20.9,2024-02-11
461.55,20,2,food,0.07,1,2,306.08,0,0,1,Hyderabad,Axis,0,0,TXN0048284,1.503,2024-02-03
1906.91,13,2,shopping,0.18,0,2,1232.24,0,0,0,Delhi,SBI,1,0,TXN0012841,1.546,2024-01-09
1950.66,17,4,shopping,0.18,0,3,1433.41,0,0,0,Delhi,Axis,1,0,TXN0061832,1.36,2024-02-12
584.25,11,6,healthcare,0.06,0,5,3606.64,0,0,0,Chennai,ICICI,0,0,TXN0064944,0.162,2024-02-15
1519.5,15,6,transport,0.08,0,3,717.94,0,0,0,Chennai,SBI,1,0,TXN0025550,2.114,2024-01-18
1428.28,7,5,utility,0.04,0,2,430.96,0,0,0,Mumbai,Axis,0,0,TXN0018780,3.307,2024-01-14
660.66,18,5,other,0.12,0,2,512.34,0,1,0,Kolkata,Kotak,1,0,TXN0094281,1.287,2024-03-06
3088.16,16,5,food,0.07,0,4,2705.21,0,0,0,Bengaluru,Yes Bank,1,0,TXN0014045,1.141,2024-01-10
91199.86,4,0,shopping,0.18,1,9,680.86,1,1,2,Pune,SBI,0,1,TXN0095523,133.752,2024-03-07
744.4,9,1,grocery,0.05,0,3,3214.66,0,0,0,Kolkata,Kotak,0,0,TXN0069427,0.231,2024-02-18
2174.53,10,5,grocery,0.05,0,1,1486.22,0,1,0,Pune,ICICI,0,0,TXN0041369,1.462,2024-01-29
1581.36,14,6,other,0.12,0,1,797.46,1,0,0,Mumbai,Yes Bank,0,0,TXN0006885,1.981,2024-01-05
2330.6,20,2,utility,0.04,1,2,1950.22,0,0,0,Hyderabad,ICICI,0,0,TXN0029006,1.194,2024-01-21
1718.42,17,2,other,0.12,0,3,2674.17,0,0,0,Mumbai,ICICI,0,0,TXN0050685,0.642,2024-02-05
537.88,22,4,education,0.03,0,4,2463.96,0,0,0,Pune,SBI,1,0,TXN0023013,0.218,2024-01-16
1847.55,18,3,food,0.07,0,3,961.57,0,0,0,Bengaluru,Yes Bank,0,0,TXN0094146,1.919,2024-03-06
2266.57,20,5,grocery,0.05,0,2,2058.67,0,0,0,Delhi,Axis,0,0,TXN0021306,1.1,2024-01-15
1501.38,15,5,entertainment,0.22,0,4,138.63,0,0,1,Pune,HDFC,0,0,TXN0025386,10.753,2024-01-18
2687.43,16,3,food,0.07,0,3,771.99,0,0,0,Bengaluru,Axis,0,0,TXN0082044,3.477,2024-02-26
1417.62,7,2,food,0.07,0,4,2100.43,0,0,0,Hyderabad,SBI,1,0,TXN0083085,0.675,2024-02-27
3026.18,8,0,healthcare,0.06,0,1,2966.64,0,0,0,Chennai,SBI,1,0,TXN0034711,1.02,2024-01-25
2945.0,13,6,shopping,0.18,0,3,1647.71,1,0,0,Chennai,ICICI,1,0,TXN0070838,1.786,2024-02-19
569.76,12,6,utility,0.04,0,3,509.61,0,0,0,Mumbai,SBI,0,0,TXN0075941,1.116,2024-02-22
183.67,7,3,transport,0.08,0,1,672.39,0,0,0,Pune,Axis,1,0,TXN0014616,0.273,2024-01-11
14663.77,0,6,shopping,0.18,0,19,1449.67,1,1,1,Ahmedabad,ICICI,1,1,TXN0098918,10.108,2024-03-09
2556.11,7,5,healthcare,0.06,0,2,1050.13,0,0,1,Ahmedabad,HDFC,0,0,TXN0088350,2.432,2024-03-02
6232.86,10,6,education,0.03,0,1,1401.54,0,0,0,Mumbai,SBI,0,0,TXN0081508,4.444,2024-02-26
2950.18,16,2,shopping,0.18,1,1,549.2,0,0,0,Delhi,ICICI,1,0,TXN0014557,5.362,2024-01-11
3011.58,15,0,grocery,0.05,1,4,1771.47,0,1,0,Ahmedabad,Axis,0,0,TXN0080893,1.699,2024-02-26
1573.41,13,3,entertainment,0.22,1,2,372.8,0,0,0,Chennai,Yes Bank,1,0,TXN0055466,4.209,2024-02-08
1382.98,12,3,fuel,0.1,0,4,2145.66,0,0,0,Ahmedabad,Kotak,0,0,TXN0052946,0.644,2024-02-06
5424.47,9,1,travel,0.25,0,2,413.85,0,0,1,Bengaluru,SBI,0,0,TXN0005092,13.076,2024-01-04
3529.71,18,1,utility,0.04,0,5,694.77,0,0,0,Pune,Axis,0,0,TXN0016753,5.073,2024-01-12
10879.45,0,2,grocery,0.05,1,10,219.26,1,1,3,Kolkata,HDFC,0,1,TXN0096166,49.394,2024-03-07
4538.44,9,1,food,0.07,1,3,266.21,0,0,0,Chennai,Kotak,0,0,TXN0005030,16.985,2024-01-04
589.81,7,3,grocery,0.05,0,2,1312.3,0,0,0,Pune,Yes Bank,0,0,TXN0093010,0.449,2024-03-05
9529.66,14,2,other,0.12,0,5,1653.09,0,0,0,Bengaluru,HDFC,0,0,TXN0085828,5.761,2024-02-29
479.1,12,6,transport,0.08,0,1,1919.96,0,0,0,Kolkata,Yes Bank,0,0,TXN0070371,0.249,2024-02-18
871.97,20,3,food,0.07,0,1,1284.91,0,0,0,Kolkata,Yes Bank,1,0,TXN0059415,0.678,2024-02-11
78.91,13,4,entertainment,0.22,0,5,317.6,0,0,0,Ahmedabad,Axis,0,0,TXN0017787,0.248,2024-01-13
51247.85,3,4,grocery,0.05,1,11,100.54,1,1,0,Chennai,Yes Bank,1,1,TXN0096437,504.706,2024-03-07
2050.11,14,2,education,0.03,0,5,661.01,0,0,0,Delhi,Axis,1,0,TXN0067353,3.097,2024-02-16
336.53,19,2,utility,0.04,0,5,1049.7,0,0,0,Chennai,Yes Bank,0,0,TXN0082294,0.32,2024-02-27
179.95,8,2,travel,0.25,0,2,271.85,0,0,0,Hyderabad,Kotak,1,0,TXN0081356,0.66,2024-02-26
388.77,10,4,travel,0.25,1,1,1421.55,0,0,0,Hyderabad,Axis,0,0,TXN0092622,0.273,2024-03-05
2161.28,9,5,grocery,0.05,0,3,1110.14,0,0,0,Hyderabad,SBI,0,0,TXN0008871,1.945,2024-01-07
1804.94,10,0,shopping,0.18,0,4,563.51,0,0,0,Delhi,Axis,0,0,TXN0082077,3.197,2024-02-26
1674.95,11,2,food,0.07,0,3,566.27,0,0,0,Delhi,HDFC,1,0,TXN0026457,2.953,2024-01-19
97414.87,4,2,travel,0.25,1,17,257.03,1,1,2,Bengaluru,HDFC,1,1,TXN0097953,377.533,2024-03-09
1690.75,17,2,utility,0.04,1,3,835.62,0,0,0,Pune,Kotak,0,0,TXN0011797,2.021,2024-01-09
980.54,12,0,other,0.12,0,5,800.47,0,0,0,Mumbai,Yes Bank,1,0,TXN0027080,1.223,2024-01-19
613.55,14,2,grocery,0.05,0,4,1039.43,0,0,0,Mumbai,Yes Bank,0,0,TXN0060453,0.59,2024-02-11
677.78,7,2,fuel,0.1,0,5,1844.61,0,0,0,Pune,ICICI,1,0,TXN0015981,0.367,2024-01-12
1619.86,21,4,utility,0.04,1,5,2108.72,1,0,0,Bengaluru,Axis,1,0,TXN0089034,0.768,2024-03-02
3688.03,19,4,shopping,0.18,0,5,2832.33,0,0,0,Ahmedabad,Yes Bank,0,0,TXN0039730,1.302,2024-01-28
2173.29,10,4,grocery,0.05,0,3,1440.26,0,0,2,Ahmedabad,SBI,1,0,TXN0042187,1.508,2024-01-30
261330.29,5,2,other,0.12,1,23,510.85,1,0,1,Kolkata,SBI,0,1,TXN0096842,510.56,2024-03-08
64684.65,4,1,shopping,0.18,1,7,416.64,1,1,3,Kolkata,Kotak,0,1,TXN0095425,154.881,2024-03-07
537.88,20,5,utility,0.04,0,4,1617.02,0,0,0,Pune,HDFC,0,0,TXN0071685,0.332,2024-02-19
383.24,18,6,healthcare,0.06,0,2,1144.81,0,0,0,Delhi,Axis,1,0,TXN0024270,0.334,2024-01-17
56835.41,4,3,other,0.12,1,23,409.45,1,1,0,Kolkata,ICICI,0,1,TXN0096303,138.471,2024-03-07
3041.5,7,3,entertainment,0.22,1,1,1967.52,0,0,2,Kolkata,ICICI,1,0,TXN0019868,1.545,2024-01-14
1618.91,21,3,healthcare,0.06,0,3,1889.46,0,0,0,Hyderabad,SBI,0,0,TXN0009577,0.856,2024-01-07
7709.36,16,0,healthcare,0.06,0,1,1816.81,0,0,0,Ahmedabad,Axis,0,0,TXN0001989,4.241,2024-01-02
477.3,11,5,grocery,0.05,1,4,711.44,0,0,0,Ahmedabad,HDFC,0,0,TXN0062459,0.67,2024-02-13
2574.91,14,0,education,0.03,0,1,3114.89,1,0,0,Bengaluru,Kotak,0,0,TXN0010378,0.826,2024-01-08
730.53,19,6,entertainment,0.22,0,3,8652.68,0,0,2,Chennai,Axis,0,0,TXN0042073,0.084,2024-01-30
462.29,16,0,grocery,0.05,0,1,1741.07,0,0,0,Hyderabad,SBI,1,0,TXN0046960,0.265,2024-02-02
972.95,12,3,other,0.12,1,1,11472.34,0,0,0,Pune,SBI,0,0,TXN0003838,0.085,2024-01-03
1290.58,15,4,shopping,0.18,0,2,3091.09,0,0,0,Mumbai,SBI,1,0,TXN0087784,0.417,2024-03-01
3902.72,19,2,grocery,0.05,1,3,2255.09,0,0,0,Bengaluru,SBI,1,0,TXN0005661,1.73,2024-01-04
186.54,12,3,food,0.07,1,5,558.38,0,0,0,Chennai,Kotak,0,0,TXN0036077,0.333,2024-01-26
731.56,14,0,transport,0.08,0,5,1049.24,0,1,1,Mumbai,Yes Bank,0,0,TXN0026886,0.697,2024-01-19
559.23,14,6,travel,0.25,0,5,939.35,0,0,0,Ahmedabad,Axis,0,0,TXN0048188,0.595,2024-02-03
296.79,14,5,food,0.07,0,2,647.1,0,0,0,Bengaluru,HDFC,0,0,TXN0093359,0.458,2024-03-05
